"序号","文件名","扩展名","大小MB","一级目录","模块","内容类型","建议标签","格式处理建议","相对路径","完整路径"
"204","全新版教师招聘模拟卷（二）答案.pdf",".pdf","0.17","西安高层次人才教育类","教育综合","答案解析","答案","保留原格式","西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教师招聘【教育综合知识】-预测模拟试卷十套\全新版教师招聘模拟卷（二）答案.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教师招聘【教育综合知识】-预测模拟试卷十套\全新版教师招聘模拟卷（二）答案.pdf"
"205","全新版教师招聘模拟卷（九）答案.pdf",".pdf","0.18","西安高层次人才教育类","教育综合","答案解析","答案","保留原格式","西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教师招聘【教育综合知识】-预测模拟试卷十套\全新版教师招聘模拟卷（九）答案.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教师招聘【教育综合知识】-预测模拟试卷十套\全新版教师招聘模拟卷（九）答案.pdf"
"206","全新版教师招聘模拟卷（六）答案.pdf",".pdf","0.33","西安高层次人才教育类","教育综合","答案解析","答案","保留原格式","西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教师招聘【教育综合知识】-预测模拟试卷十套\全新版教师招聘模拟卷（六）答案.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教师招聘【教育综合知识】-预测模拟试卷十套\全新版教师招聘模拟卷（六）答案.pdf"
"207","全新版教师招聘模拟卷（七）答案.pdf",".pdf","0.21","西安高层次人才教育类","教育综合","答案解析","答案","保留原格式","西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教师招聘【教育综合知识】-预测模拟试卷十套\全新版教师招聘模拟卷（七）答案.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教师招聘【教育综合知识】-预测模拟试卷十套\全新版教师招聘模拟卷（七）答案.pdf"
"208","全新版教师招聘模拟卷（三）答案.pdf",".pdf","0.17","西安高层次人才教育类","教育综合","答案解析","答案","保留原格式","西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教师招聘【教育综合知识】-预测模拟试卷十套\全新版教师招聘模拟卷（三）答案.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教师招聘【教育综合知识】-预测模拟试卷十套\全新版教师招聘模拟卷（三）答案.pdf"
"209","全新版教师招聘模拟卷（十）答案.pdf",".pdf","0.2","西安高层次人才教育类","教育综合","答案解析","答案","保留原格式","西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教师招聘【教育综合知识】-预测模拟试卷十套\全新版教师招聘模拟卷（十）答案.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教师招聘【教育综合知识】-预测模拟试卷十套\全新版教师招聘模拟卷（十）答案.pdf"
"210","全新版教师招聘模拟卷（四）答案.pdf",".pdf","0.16","西安高层次人才教育类","教育综合","答案解析","答案","保留原格式","西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教师招聘【教育综合知识】-预测模拟试卷十套\全新版教师招聘模拟卷（四）答案.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教师招聘【教育综合知识】-预测模拟试卷十套\全新版教师招聘模拟卷（四）答案.pdf"
"211","全新版教师招聘模拟卷（五）答案.pdf",".pdf","0.17","西安高层次人才教育类","教育综合","答案解析","答案","保留原格式","西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教师招聘【教育综合知识】-预测模拟试卷十套\全新版教师招聘模拟卷（五）答案.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教师招聘【教育综合知识】-预测模拟试卷十套\全新版教师招聘模拟卷（五）答案.pdf"
"212","全新版教师招聘模拟卷（一）答案.pdf",".pdf","0.19","西安高层次人才教育类","教育综合","答案解析","答案","保留原格式","西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教师招聘【教育综合知识】-预测模拟试卷十套\全新版教师招聘模拟卷（一）答案.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教师招聘【教育综合知识】-预测模拟试卷十套\全新版教师招聘模拟卷（一）答案.pdf"
"213","【5】全新教师招聘考试教育综合知识（心理学）题库及答案_【金榜题名教育培训】.doc",".doc","0.42","西安高层次人才教育类","心理学","答案解析","答案","暂不批量转换，精选后再处理","西安高层次人才教育类\全新西安高层次人才教育类招聘【教基】考试必过复习资料价值980元新版\【5】全新教师招聘考试教育综合知识（心理学）题库及答案_【金榜题名教育培训】.doc","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\全新西安高层次人才教育类招聘【教基】考试必过复习资料价值980元新版\【5】全新教师招聘考试教育综合知识（心理学）题库及答案_【金榜题名教育培训】.doc"
"214","全新版心理学模拟试卷及答案(1).doc",".doc","0.04","西安高层次人才教育类","心理学","答案解析","答案","暂不批量转换，精选后再处理","西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教师招聘-分模块模拟练习重点一一击破\2、心理学\全新版心理学模拟试卷及答案(1).doc","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教师招聘-分模块模拟练习重点一一击破\2、心理学\全新版心理学模拟试卷及答案(1).doc"
"215","全新版心理学模拟试卷及答案(2).doc",".doc","0.04","西安高层次人才教育类","心理学","答案解析","答案","暂不批量转换，精选后再处理","西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教师招聘-分模块模拟练习重点一一击破\2、心理学\全新版心理学模拟试卷及答案(2).doc","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教师招聘-分模块模拟练习重点一一击破\2、心理学\全新版心理学模拟试卷及答案(2).doc"
"216","全新版心理学模拟试卷及答案(3).doc",".doc","0.04","西安高层次人才教育类","心理学","答案解析","答案","暂不批量转换，精选后再处理","西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教师招聘-分模块模拟练习重点一一击破\2、心理学\全新版心理学模拟试卷及答案(3).doc","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教师招聘-分模块模拟练习重点一一击破\2、心理学\全新版心理学模拟试卷及答案(3).doc"
